Gene stable ID	Gene stable ID version	Transcript stable ID version
ENSVPAG00000004046	ENSVPAG00000004046.1	ENSVPAT00000004046.1
ENSVPAG00000004046	ENSVPAG00000004046.1	ENSVPAT00000004046.1
ENSVPAG00000006968	ENSVPAG00000006968.1	ENSVPAT00000006969.1
ENSVPAG00000003668	ENSVPAG00000003668.1	ENSVPAT00000003668.1
ENSVPAG00000003668	ENSVPAG00000003668.1	ENSVPAT00000003668.1
ENSVPAG00000001407	ENSVPAG00000001407.1	ENSVPAT00000001407.1
ENSVPAG00000001407	ENSVPAG00000001407.1	ENSVPAT00000001407.1
ENSVPAG00000001407	ENSVPAG00000001407.1	ENSVPAT00000001407.1
ENSVPAG00000001665	ENSVPAG00000001665.1	ENSVPAT00000001666.1
ENSVPAG00000001665	ENSVPAG00000001665.1	ENSVPAT00000001666.1
ENSVPAG00000004499	ENSVPAG00000004499.1	ENSVPAT00000004499.1
ENSVPAG00000004499	ENSVPAG00000004499.1	ENSVPAT00000004499.1
ENSVPAG00000003952	ENSVPAG00000003952.1	ENSVPAT00000003951.1
ENSVPAG00000000225	ENSVPAG00000000225.1	ENSVPAT00000000225.1
ENSVPAG00000004141	ENSVPAG00000004141.1	ENSVPAT00000004141.1
ENSVPAG00000002146	ENSVPAG00000002146.1	ENSVPAT00000002144.1
ENSVPAG00000002530	ENSVPAG00000002530.1	ENSVPAT00000002530.1
ENSVPAG00000002530	ENSVPAG00000002530.1	ENSVPAT00000002530.1
ENSVPAG00000002530	ENSVPAG00000002530.1	ENSVPAT00000002530.1
ENSVPAG00000002649	ENSVPAG00000002649.1	ENSVPAT00000002649.1
ENSVPAG00000002649	ENSVPAG00000002649.1	ENSVPAT00000002649.1
ENSVPAG00000002649	ENSVPAG00000002649.1	ENSVPAT00000002649.1
ENSVPAG00000007692	ENSVPAG00000007692.1	ENSVPAT00000007693.1
ENSVPAG00000007692	ENSVPAG00000007692.1	ENSVPAT00000007693.1
ENSVPAG00000007692	ENSVPAG00000007692.1	ENSVPAT00000007693.1
ENSVPAG00000007692	ENSVPAG00000007692.1	ENSVPAT00000007693.1
ENSVPAG00000004447	ENSVPAG00000004447.1	ENSVPAT00000004448.1
ENSVPAG00000004447	ENSVPAG00000004447.1	ENSVPAT00000004448.1
ENSVPAG00000004447	ENSVPAG00000004447.1	ENSVPAT00000004448.1
ENSVPAG00000004492	ENSVPAG00000004492.1	ENSVPAT00000004492.1
ENSVPAG00000005673	ENSVPAG00000005673.1	ENSVPAT00000005672.1
ENSVPAG00000001421	ENSVPAG00000001421.1	ENSVPAT00000001421.1
ENSVPAG00000000972	ENSVPAG00000000972.1	ENSVPAT00000000971.1
ENSVPAG00000001910	ENSVPAG00000001910.1	ENSVPAT00000001910.1
ENSVPAG00000001910	ENSVPAG00000001910.1	ENSVPAT00000001910.1
ENSVPAG00000002336	ENSVPAG00000002336.1	ENSVPAT00000002336.1
ENSVPAG00000002225	ENSVPAG00000002225.1	ENSVPAT00000002226.1
ENSVPAG00000000269	ENSVPAG00000000269.1	ENSVPAT00000000269.1
ENSVPAG00000000269	ENSVPAG00000000269.1	ENSVPAT00000000269.1
ENSVPAG00000002337	ENSVPAG00000002337.1	ENSVPAT00000002337.1
ENSVPAG00000002337	ENSVPAG00000002337.1	ENSVPAT00000002337.1
ENSVPAG00000002337	ENSVPAG00000002337.1	ENSVPAT00000002337.1
ENSVPAG00000002838	ENSVPAG00000002838.1	ENSVPAT00000002843.1
ENSVPAG00000002838	ENSVPAG00000002838.1	ENSVPAT00000002843.1
ENSVPAG00000002838	ENSVPAG00000002838.1	ENSVPAT00000002843.1
ENSVPAG00000003777	ENSVPAG00000003777.1	ENSVPAT00000003777.1
ENSVPAG00000009747	ENSVPAG00000009747.1	ENSVPAT00000009750.1
ENSVPAG00000009747	ENSVPAG00000009747.1	ENSVPAT00000009750.1
ENSVPAG00000000589	ENSVPAG00000000589.1	ENSVPAT00000000588.1
ENSVPAG00000001917	ENSVPAG00000001917.1	ENSVPAT00000001918.1
ENSVPAG00000002347	ENSVPAG00000002347.1	ENSVPAT00000002347.1
ENSVPAG00000002347	ENSVPAG00000002347.1	ENSVPAT00000002347.1
ENSVPAG00000002347	ENSVPAG00000002347.1	ENSVPAT00000002347.1
ENSVPAG00000002347	ENSVPAG00000002347.1	ENSVPAT00000002347.1
ENSVPAG00000002347	ENSVPAG00000002347.1	ENSVPAT00000002347.1
ENSVPAG00000002347	ENSVPAG00000002347.1	ENSVPAT00000002347.1
ENSVPAG00000002347	ENSVPAG00000002347.1	ENSVPAT00000002347.1
ENSVPAG00000002347	ENSVPAG00000002347.1	ENSVPAT00000002347.1
ENSVPAG00000002347	ENSVPAG00000002347.1	ENSVPAT00000002347.1
ENSVPAG00000001185	ENSVPAG00000001185.1	ENSVPAT00000001185.1
ENSVPAG00000001185	ENSVPAG00000001185.1	ENSVPAT00000001185.1
ENSVPAG00000001185	ENSVPAG00000001185.1	ENSVPAT00000001185.1
ENSVPAG00000001185	ENSVPAG00000001185.1	ENSVPAT00000001185.1
ENSVPAG00000001185	ENSVPAG00000001185.1	ENSVPAT00000001185.1
ENSVPAG00000001185	ENSVPAG00000001185.1	ENSVPAT00000001185.1
ENSVPAG00000001185	ENSVPAG00000001185.1	ENSVPAT00000001185.1
ENSVPAG00000001185	ENSVPAG00000001185.1	ENSVPAT00000001185.1
ENSVPAG00000001185	ENSVPAG00000001185.1	ENSVPAT00000001185.1
ENSVPAG00000001185	ENSVPAG00000001185.1	ENSVPAT00000001185.1
ENSVPAG00000001185	ENSVPAG00000001185.1	ENSVPAT00000001185.1
ENSVPAG00000001185	ENSVPAG00000001185.1	ENSVPAT00000001185.1
ENSVPAG00000000272	ENSVPAG00000000272.1	ENSVPAT00000000272.1
ENSVPAG00000000272	ENSVPAG00000000272.1	ENSVPAT00000000272.1
ENSVPAG00000000272	ENSVPAG00000000272.1	ENSVPAT00000000272.1
ENSVPAG00000000272	ENSVPAG00000000272.1	ENSVPAT00000000272.1
ENSVPAG00000000272	ENSVPAG00000000272.1	ENSVPAT00000000272.1
ENSVPAG00000000272	ENSVPAG00000000272.1	ENSVPAT00000000272.1
ENSVPAG00000000272	ENSVPAG00000000272.1	ENSVPAT00000000272.1
ENSVPAG00000001676	ENSVPAG00000001676.1	ENSVPAT00000001681.1
ENSVPAG00000001676	ENSVPAG00000001676.1	ENSVPAT00000001681.1
ENSVPAG00000001676	ENSVPAG00000001676.1	ENSVPAT00000001681.1
ENSVPAG00000001676	ENSVPAG00000001676.1	ENSVPAT00000001681.1
ENSVPAG00000001676	ENSVPAG00000001676.1	ENSVPAT00000001681.1
ENSVPAG00000001676	ENSVPAG00000001676.1	ENSVPAT00000001681.1
ENSVPAG00000001676	ENSVPAG00000001676.1	ENSVPAT00000001681.1
ENSVPAG00000001676	ENSVPAG00000001676.1	ENSVPAT00000001681.1
ENSVPAG00000001676	ENSVPAG00000001676.1	ENSVPAT00000001681.1
ENSVPAG00000001836	ENSVPAG00000001836.1	ENSVPAT00000001836.1
ENSVPAG00000005202	ENSVPAG00000005202.1	ENSVPAT00000005201.1
ENSVPAG00000005202	ENSVPAG00000005202.1	ENSVPAT00000005201.1
ENSVPAG00000005202	ENSVPAG00000005202.1	ENSVPAT00000005201.1
ENSVPAG00000003779	ENSVPAG00000003779.1	ENSVPAT00000003779.1
ENSVPAG00000005203	ENSVPAG00000005203.1	ENSVPAT00000005206.1
ENSVPAG00000000295	ENSVPAG00000000295.1	ENSVPAT00000000295.1
ENSVPAG00000000295	ENSVPAG00000000295.1	ENSVPAT00000000295.1
ENSVPAG00000000295	ENSVPAG00000000295.1	ENSVPAT00000000295.1
ENSVPAG00000000295	ENSVPAG00000000295.1	ENSVPAT00000000295.1
ENSVPAG00000002430	ENSVPAG00000002430.1	ENSVPAT00000002428.1
ENSVPAG00000002430	ENSVPAG00000002430.1	ENSVPAT00000002428.1
ENSVPAG00000002430	ENSVPAG00000002430.1	ENSVPAT00000002428.1
ENSVPAG00000010700	ENSVPAG00000010700.1	ENSVPAT00000010704.1
ENSVPAG00000001838	ENSVPAG00000001838.1	ENSVPAT00000001838.1
ENSVPAG00000003894	ENSVPAG00000003894.1	ENSVPAT00000003893.1
ENSVPAG00000003894	ENSVPAG00000003894.1	ENSVPAT00000003893.1
ENSVPAG00000003894	ENSVPAG00000003894.1	ENSVPAT00000003893.1
ENSVPAG00000003894	ENSVPAG00000003894.1	ENSVPAT00000003893.1
ENSVPAG00000003894	ENSVPAG00000003894.1	ENSVPAT00000003893.1
ENSVPAG00000003894	ENSVPAG00000003894.1	ENSVPAT00000003893.1
ENSVPAG00000003894	ENSVPAG00000003894.1	ENSVPAT00000003893.1
ENSVPAG00000003894	ENSVPAG00000003894.1	ENSVPAT00000003893.1
ENSVPAG00000003894	ENSVPAG00000003894.1	ENSVPAT00000003893.1
ENSVPAG00000007751	ENSVPAG00000007751.1	ENSVPAT00000007752.1
ENSVPAG00000007751	ENSVPAG00000007751.1	ENSVPAT00000007752.1
ENSVPAG00000007751	ENSVPAG00000007751.1	ENSVPAT00000007752.1
ENSVPAG00000007751	ENSVPAG00000007751.1	ENSVPAT00000007752.1
ENSVPAG00000003750	ENSVPAG00000003750.1	ENSVPAT00000003750.1
ENSVPAG00000003750	ENSVPAG00000003750.1	ENSVPAT00000003750.1
ENSVPAG00000003750	ENSVPAG00000003750.1	ENSVPAT00000003750.1
ENSVPAG00000003750	ENSVPAG00000003750.1	ENSVPAT00000003750.1
ENSVPAG00000003750	ENSVPAG00000003750.1	ENSVPAT00000003750.1
ENSVPAG00000003750	ENSVPAG00000003750.1	ENSVPAT00000003750.1
ENSVPAG00000002894	ENSVPAG00000002894.1	ENSVPAT00000002895.1
ENSVPAG00000003751	ENSVPAG00000003751.1	ENSVPAT00000003751.1
ENSVPAG00000003751	ENSVPAG00000003751.1	ENSVPAT00000003751.1
ENSVPAG00000006823	ENSVPAG00000006823.1	ENSVPAT00000006823.1
ENSVPAG00000003780	ENSVPAG00000003780.1	ENSVPAT00000003780.1
ENSVPAG00000001789	ENSVPAG00000001789.1	ENSVPAT00000001789.1
ENSVPAG00000009906	ENSVPAG00000009906.1	ENSVPAT00000009906.1
ENSVPAG00000009906	ENSVPAG00000009906.1	ENSVPAT00000009906.1
ENSVPAG00000009906	ENSVPAG00000009906.1	ENSVPAT00000009906.1
ENSVPAG00000009906	ENSVPAG00000009906.1	ENSVPAT00000009906.1
ENSVPAG00000001722	ENSVPAG00000001722.1	ENSVPAT00000001721.1
ENSVPAG00000004687	ENSVPAG00000004687.2	ENSVPAT00000015382.1
ENSVPAG00000004687	ENSVPAG00000004687.2	ENSVPAT00000015382.1
ENSVPAG00000004687	ENSVPAG00000004687.2	ENSVPAT00000004686.1
ENSVPAG00000004687	ENSVPAG00000004687.2	ENSVPAT00000004686.1
ENSVPAG00000004687	ENSVPAG00000004687.2	ENSVPAT00000004686.1
ENSVPAG00000004687	ENSVPAG00000004687.2	ENSVPAT00000004686.1
ENSVPAG00000004687	ENSVPAG00000004687.2	ENSVPAT00000004686.1
ENSVPAG00000005288	ENSVPAG00000005288.1	ENSVPAT00000005288.1
ENSVPAG00000005288	ENSVPAG00000005288.1	ENSVPAT00000005288.1
ENSVPAG00000002577	ENSVPAG00000002577.1	ENSVPAT00000002577.1
ENSVPAG00000002577	ENSVPAG00000002577.1	ENSVPAT00000002577.1
ENSVPAG00000002577	ENSVPAG00000002577.1	ENSVPAT00000002577.1
ENSVPAG00000002577	ENSVPAG00000002577.1	ENSVPAT00000002577.1
ENSVPAG00000002577	ENSVPAG00000002577.1	ENSVPAT00000002577.1
ENSVPAG00000002577	ENSVPAG00000002577.1	ENSVPAT00000002577.1
ENSVPAG00000004775	ENSVPAG00000004775.1	ENSVPAT00000004773.1
ENSVPAG00000004775	ENSVPAG00000004775.1	ENSVPAT00000004773.1
ENSVPAG00000004775	ENSVPAG00000004775.1	ENSVPAT00000004773.1
ENSVPAG00000011964	ENSVPAG00000011964.1	ENSVPAT00000011965.1
ENSVPAG00000008258	ENSVPAG00000008258.1	ENSVPAT00000008259.1
ENSVPAG00000008258	ENSVPAG00000008258.1	ENSVPAT00000008259.1
ENSVPAG00000009658	ENSVPAG00000009658.1	ENSVPAT00000009657.1
ENSVPAG00000009658	ENSVPAG00000009658.1	ENSVPAT00000009657.1
ENSVPAG00000009658	ENSVPAG00000009658.1	ENSVPAT00000009657.1
ENSVPAG00000009658	ENSVPAG00000009658.1	ENSVPAT00000009657.1
ENSVPAG00000009658	ENSVPAG00000009658.1	ENSVPAT00000009657.1
ENSVPAG00000009658	ENSVPAG00000009658.1	ENSVPAT00000009657.1
ENSVPAG00000009658	ENSVPAG00000009658.1	ENSVPAT00000009657.1
ENSVPAG00000009658	ENSVPAG00000009658.1	ENSVPAT00000009657.1
ENSVPAG00000004167	ENSVPAG00000004167.1	ENSVPAT00000004168.1
ENSVPAG00000008694	ENSVPAG00000008694.1	ENSVPAT00000008693.1
ENSVPAG00000008694	ENSVPAG00000008694.1	ENSVPAT00000008693.1
ENSVPAG00000003478	ENSVPAG00000003478.1	ENSVPAT00000003478.1
ENSVPAG00000003478	ENSVPAG00000003478.1	ENSVPAT00000003478.1
ENSVPAG00000003478	ENSVPAG00000003478.1	ENSVPAT00000003478.1
ENSVPAG00000003478	ENSVPAG00000003478.1	ENSVPAT00000003478.1
ENSVPAG00000003478	ENSVPAG00000003478.1	ENSVPAT00000003478.1
ENSVPAG00000009252	ENSVPAG00000009252.1	ENSVPAT00000009252.1
ENSVPAG00000006121	ENSVPAG00000006121.1	ENSVPAT00000006118.1
ENSVPAG00000009663	ENSVPAG00000009663.1	ENSVPAT00000009663.1
ENSVPAG00000004169	ENSVPAG00000004169.1	ENSVPAT00000004169.1
ENSVPAG00000004917	ENSVPAG00000004917.1	ENSVPAT00000004917.1
ENSVPAG00000011541	ENSVPAG00000011541.1	ENSVPAT00000011541.1
ENSVPAG00000011541	ENSVPAG00000011541.1	ENSVPAT00000011541.1
ENSVPAG00000003785	ENSVPAG00000003785.1	ENSVPAT00000003785.1
ENSVPAG00000003785	ENSVPAG00000003785.1	ENSVPAT00000003785.1
ENSVPAG00000003785	ENSVPAG00000003785.1	ENSVPAT00000003785.1
ENSVPAG00000003785	ENSVPAG00000003785.1	ENSVPAT00000003785.1
ENSVPAG00000007656	ENSVPAG00000007656.1	ENSVPAT00000007656.1
ENSVPAG00000010195	ENSVPAG00000010195.1	ENSVPAT00000010195.1
ENSVPAG00000010195	ENSVPAG00000010195.1	ENSVPAT00000010195.1
ENSVPAG00000010195	ENSVPAG00000010195.1	ENSVPAT00000010195.1
ENSVPAG00000010195	ENSVPAG00000010195.1	ENSVPAT00000010195.1
ENSVPAG00000010195	ENSVPAG00000010195.1	ENSVPAT00000010195.1
ENSVPAG00000010196	ENSVPAG00000010196.1	ENSVPAT00000010196.1
ENSVPAG00000010196	ENSVPAG00000010196.1	ENSVPAT00000010196.1
ENSVPAG00000010196	ENSVPAG00000010196.1	ENSVPAT00000010196.1
ENSVPAG00000010197	ENSVPAG00000010197.1	ENSVPAT00000010197.1
ENSVPAG00000010197	ENSVPAG00000010197.1	ENSVPAT00000010197.1
ENSVPAG00000010197	ENSVPAG00000010197.1	ENSVPAT00000010197.1
ENSVPAG00000010197	ENSVPAG00000010197.1	ENSVPAT00000010197.1
ENSVPAG00000010197	ENSVPAG00000010197.1	ENSVPAT00000010197.1
ENSVPAG00000010197	ENSVPAG00000010197.1	ENSVPAT00000010197.1
ENSVPAG00000010197	ENSVPAG00000010197.1	ENSVPAT00000010197.1
ENSVPAG00000011543	ENSVPAG00000011543.1	ENSVPAT00000011543.1
ENSVPAG00000011543	ENSVPAG00000011543.1	ENSVPAT00000011543.1
ENSVPAG00000011543	ENSVPAG00000011543.1	ENSVPAT00000011543.1
ENSVPAG00000011543	ENSVPAG00000011543.1	ENSVPAT00000011543.1
ENSVPAG00000011543	ENSVPAG00000011543.1	ENSVPAT00000011543.1
ENSVPAG00000011543	ENSVPAG00000011543.1	ENSVPAT00000011543.1
ENSVPAG00000011543	ENSVPAG00000011543.1	ENSVPAT00000011543.1
ENSVPAG00000011543	ENSVPAG00000011543.1	ENSVPAT00000011543.1
ENSVPAG00000011543	ENSVPAG00000011543.1	ENSVPAT00000011543.1
ENSVPAG00000010198	ENSVPAG00000010198.1	ENSVPAT00000010198.1
ENSVPAG00000010198	ENSVPAG00000010198.1	ENSVPAT00000010198.1
ENSVPAG00000010198	ENSVPAG00000010198.1	ENSVPAT00000010198.1
ENSVPAG00000010198	ENSVPAG00000010198.1	ENSVPAT00000010198.1
ENSVPAG00000010198	ENSVPAG00000010198.1	ENSVPAT00000010198.1
ENSVPAG00000010198	ENSVPAG00000010198.1	ENSVPAT00000010198.1
ENSVPAG00000010198	ENSVPAG00000010198.1	ENSVPAT00000010198.1
ENSVPAG00000010198	ENSVPAG00000010198.1	ENSVPAT00000010198.1
ENSVPAG00000001369	ENSVPAG00000001369.1	ENSVPAT00000001370.1
ENSVPAG00000001369	ENSVPAG00000001369.1	ENSVPAT00000001370.1
ENSVPAG00000001369	ENSVPAG00000001369.1	ENSVPAT00000001370.1
ENSVPAG00000001369	ENSVPAG00000001369.1	ENSVPAT00000001370.1
ENSVPAG00000001369	ENSVPAG00000001369.1	ENSVPAT00000001370.1
ENSVPAG00000001369	ENSVPAG00000001369.1	ENSVPAT00000001370.1
ENSVPAG00000001369	ENSVPAG00000001369.1	ENSVPAT00000001370.1
ENSVPAG00000001369	ENSVPAG00000001369.1	ENSVPAT00000001370.1
ENSVPAG00000001369	ENSVPAG00000001369.1	ENSVPAT00000001370.1
ENSVPAG00000001369	ENSVPAG00000001369.1	ENSVPAT00000001370.1
ENSVPAG00000001366	ENSVPAG00000001366.1	ENSVPAT00000001366.1
ENSVPAG00000007400	ENSVPAG00000007400.1	ENSVPAT00000007400.1
ENSVPAG00000007400	ENSVPAG00000007400.1	ENSVPAT00000007400.1
ENSVPAG00000007400	ENSVPAG00000007400.1	ENSVPAT00000007400.1
ENSVPAG00000007400	ENSVPAG00000007400.1	ENSVPAT00000007400.1
ENSVPAG00000007400	ENSVPAG00000007400.1	ENSVPAT00000007400.1
ENSVPAG00000007400	ENSVPAG00000007400.1	ENSVPAT00000007400.1
ENSVPAG00000004452	ENSVPAG00000004452.1	ENSVPAT00000004453.1
ENSVPAG00000007001	ENSVPAG00000007001.1	ENSVPAT00000007001.1
ENSVPAG00000001306	ENSVPAG00000001306.1	ENSVPAT00000001305.1
ENSVPAG00000001306	ENSVPAG00000001306.1	ENSVPAT00000001305.1
ENSVPAG00000001306	ENSVPAG00000001306.1	ENSVPAT00000001305.1
ENSVPAG00000001306	ENSVPAG00000001306.1	ENSVPAT00000001305.1
ENSVPAG00000001306	ENSVPAG00000001306.1	ENSVPAT00000001305.1
ENSVPAG00000011545	ENSVPAG00000011545.1	ENSVPAT00000011544.1
ENSVPAG00000011545	ENSVPAG00000011545.1	ENSVPAT00000011544.1
ENSVPAG00000011545	ENSVPAG00000011545.1	ENSVPAT00000011544.1
ENSVPAG00000011545	ENSVPAG00000011545.1	ENSVPAT00000011544.1
ENSVPAG00000005098	ENSVPAG00000005098.1	ENSVPAT00000005098.1
ENSVPAG00000007402	ENSVPAG00000007402.1	ENSVPAT00000007401.1
ENSVPAG00000007402	ENSVPAG00000007402.1	ENSVPAT00000007401.1
ENSVPAG00000007372	ENSVPAG00000007372.1	ENSVPAT00000007374.1
ENSVPAG00000002627	ENSVPAG00000002627.1	ENSVPAT00000002627.1
ENSVPAG00000002627	ENSVPAG00000002627.1	ENSVPAT00000002627.1
ENSVPAG00000002627	ENSVPAG00000002627.1	ENSVPAT00000002627.1
ENSVPAG00000002627	ENSVPAG00000002627.1	ENSVPAT00000002627.1
ENSVPAG00000002627	ENSVPAG00000002627.1	ENSVPAT00000002627.1
ENSVPAG00000002627	ENSVPAG00000002627.1	ENSVPAT00000002627.1
ENSVPAG00000001310	ENSVPAG00000001310.1	ENSVPAT00000001310.1
ENSVPAG00000008283	ENSVPAG00000008283.1	ENSVPAT00000008282.1
ENSVPAG00000001095	ENSVPAG00000001095.1	ENSVPAT00000001095.1
ENSVPAG00000002156	ENSVPAG00000002156.1	ENSVPAT00000002155.1
ENSVPAG00000002156	ENSVPAG00000002156.1	ENSVPAT00000002155.1
ENSVPAG00000002629	ENSVPAG00000002629.1	ENSVPAT00000002629.1
ENSVPAG00000011749	ENSVPAG00000011749.1	ENSVPAT00000011749.1
ENSVPAG00000011749	ENSVPAG00000011749.1	ENSVPAT00000011749.1
ENSVPAG00000000143	ENSVPAG00000000143.1	ENSVPAT00000000142.1
ENSVPAG00000000143	ENSVPAG00000000143.1	ENSVPAT00000000142.1
ENSVPAG00000002626	ENSVPAG00000002626.1	ENSVPAT00000002626.1
ENSVPAG00000002157	ENSVPAG00000002157.1	ENSVPAT00000002157.1
ENSVPAG00000000068	ENSVPAG00000000068.1	ENSVPAT00000000067.1
ENSVPAG00000000068	ENSVPAG00000000068.1	ENSVPAT00000000067.1
ENSVPAG00000000068	ENSVPAG00000000068.1	ENSVPAT00000000067.1
ENSVPAG00000000068	ENSVPAG00000000068.1	ENSVPAT00000000067.1
ENSVPAG00000001387	ENSVPAG00000001387.1	ENSVPAT00000001387.1
ENSVPAG00000001387	ENSVPAG00000001387.1	ENSVPAT00000001387.1
ENSVPAG00000001075	ENSVPAG00000001075.1	ENSVPAT00000001073.1
ENSVPAG00000006801	ENSVPAG00000006801.1	ENSVPAT00000006801.1
ENSVPAG00000002635	ENSVPAG00000002635.1	ENSVPAT00000002635.1
ENSVPAG00000007381	ENSVPAG00000007381.1	ENSVPAT00000007381.1
ENSVPAG00000002063	ENSVPAG00000002063.1	ENSVPAT00000002063.1
ENSVPAG00000002063	ENSVPAG00000002063.1	ENSVPAT00000002063.1
ENSVPAG00000002063	ENSVPAG00000002063.1	ENSVPAT00000002063.1
ENSVPAG00000002240	ENSVPAG00000002240.1	ENSVPAT00000002240.1
ENSVPAG00000000869	ENSVPAG00000000869.1	ENSVPAT00000000870.1
ENSVPAG00000000869	ENSVPAG00000000869.1	ENSVPAT00000000870.1
ENSVPAG00000002129	ENSVPAG00000002129.1	ENSVPAT00000002128.1
ENSVPAG00000002991	ENSVPAG00000002991.1	ENSVPAT00000002989.1
ENSVPAG00000002991	ENSVPAG00000002991.1	ENSVPAT00000002989.1
ENSVPAG00000002991	ENSVPAG00000002991.1	ENSVPAT00000002989.1
ENSVPAG00000002991	ENSVPAG00000002991.1	ENSVPAT00000002989.1
ENSVPAG00000002991	ENSVPAG00000002991.1	ENSVPAT00000002989.1
ENSVPAG00000011531	ENSVPAG00000011531.1	ENSVPAT00000011531.1
ENSVPAG00000011531	ENSVPAG00000011531.1	ENSVPAT00000011531.1
ENSVPAG00000011531	ENSVPAG00000011531.1	ENSVPAT00000011531.1
ENSVPAG00000011531	ENSVPAG00000011531.1	ENSVPAT00000011531.1
ENSVPAG00000000908	ENSVPAG00000000908.1	ENSVPAT00000000908.1
ENSVPAG00000002245	ENSVPAG00000002245.1	ENSVPAT00000002245.1
ENSVPAG00000002245	ENSVPAG00000002245.1	ENSVPAT00000002245.1
ENSVPAG00000002791	ENSVPAG00000002791.1	ENSVPAT00000002787.1
ENSVPAG00000002791	ENSVPAG00000002791.1	ENSVPAT00000002787.1
ENSVPAG00000002791	ENSVPAG00000002791.1	ENSVPAT00000002787.1
ENSVPAG00000002791	ENSVPAG00000002791.1	ENSVPAT00000002787.1
ENSVPAG00000002415	ENSVPAG00000002415.1	ENSVPAT00000002418.1
ENSVPAG00000002415	ENSVPAG00000002415.1	ENSVPAT00000002418.1
ENSVPAG00000002415	ENSVPAG00000002415.1	ENSVPAT00000002418.1
ENSVPAG00000002415	ENSVPAG00000002415.1	ENSVPAT00000002418.1
ENSVPAG00000002415	ENSVPAG00000002415.1	ENSVPAT00000002418.1
ENSVPAG00000015475	ENSVPAG00000015475.1	ENSVPAT00000015442.1
ENSVPAG00000010759	ENSVPAG00000010759.1	ENSVPAT00000010758.1
ENSVPAG00000010759	ENSVPAG00000010759.1	ENSVPAT00000010758.1
ENSVPAG00000010759	ENSVPAG00000010759.1	ENSVPAT00000010758.1
ENSVPAG00000004374	ENSVPAG00000004374.1	ENSVPAT00000004373.1
ENSVPAG00000008718	ENSVPAG00000008718.1	ENSVPAT00000008718.1
ENSVPAG00000005780	ENSVPAG00000005780.1	ENSVPAT00000005780.1
ENSVPAG00000004594	ENSVPAG00000004594.1	ENSVPAT00000004594.1
ENSVPAG00000002282	ENSVPAG00000002282.1	ENSVPAT00000002283.1
ENSVPAG00000002282	ENSVPAG00000002282.1	ENSVPAT00000002283.1
ENSVPAG00000002427	ENSVPAG00000002427.1	ENSVPAT00000002426.1
ENSVPAG00000005389	ENSVPAG00000005389.1	ENSVPAT00000005389.1
ENSVPAG00000008842	ENSVPAG00000008842.1	ENSVPAT00000008843.1
ENSVPAG00000005064	ENSVPAG00000005064.1	ENSVPAT00000005063.1
ENSVPAG00000009002	ENSVPAG00000009002.1	ENSVPAT00000009005.1
ENSVPAG00000009002	ENSVPAG00000009002.1	ENSVPAT00000009005.1
ENSVPAG00000007456	ENSVPAG00000007456.1	ENSVPAT00000007457.1
ENSVPAG00000007456	ENSVPAG00000007456.1	ENSVPAT00000007457.1
ENSVPAG00000007456	ENSVPAG00000007456.1	ENSVPAT00000007457.1
ENSVPAG00000003267	ENSVPAG00000003267.1	ENSVPAT00000003267.1
ENSVPAG00000003012	ENSVPAG00000003012.1	ENSVPAT00000003012.1
ENSVPAG00000007003	ENSVPAG00000007003.1	ENSVPAT00000007003.1
ENSVPAG00000007003	ENSVPAG00000007003.1	ENSVPAT00000007003.1
ENSVPAG00000007003	ENSVPAG00000007003.1	ENSVPAT00000007003.1
ENSVPAG00000008871	ENSVPAG00000008871.1	ENSVPAT00000008882.1
ENSVPAG00000006386	ENSVPAG00000006386.1	ENSVPAT00000006385.1
ENSVPAG00000003664	ENSVPAG00000003664.1	ENSVPAT00000003664.1
ENSVPAG00000005459	ENSVPAG00000005459.1	ENSVPAT00000005460.1
ENSVPAG00000007302	ENSVPAG00000007302.1	ENSVPAT00000007302.1
ENSVPAG00000002875	ENSVPAG00000002875.1	ENSVPAT00000002875.1
ENSVPAG00000002875	ENSVPAG00000002875.1	ENSVPAT00000002875.1
ENSVPAG00000002720	ENSVPAG00000002720.1	ENSVPAT00000002720.1
ENSVPAG00000002720	ENSVPAG00000002720.1	ENSVPAT00000002720.1
ENSVPAG00000002720	ENSVPAG00000002720.1	ENSVPAT00000002720.1
ENSVPAG00000007505	ENSVPAG00000007505.1	ENSVPAT00000007505.1
ENSVPAG00000007505	ENSVPAG00000007505.1	ENSVPAT00000007505.1
ENSVPAG00000001535	ENSVPAG00000001535.1	ENSVPAT00000001534.1
ENSVPAG00000001535	ENSVPAG00000001535.1	ENSVPAT00000001534.1
ENSVPAG00000002514	ENSVPAG00000002514.1	ENSVPAT00000002513.1
ENSVPAG00000002514	ENSVPAG00000002514.1	ENSVPAT00000002513.1
ENSVPAG00000002514	ENSVPAG00000002514.1	ENSVPAT00000002513.1
ENSVPAG00000003940	ENSVPAG00000003940.1	ENSVPAT00000003940.1
ENSVPAG00000003940	ENSVPAG00000003940.1	ENSVPAT00000003940.1
ENSVPAG00000003940	ENSVPAG00000003940.1	ENSVPAT00000003940.1
ENSVPAG00000002936	ENSVPAG00000002936.1	ENSVPAT00000002936.1
ENSVPAG00000002936	ENSVPAG00000002936.1	ENSVPAT00000002936.1
ENSVPAG00000003186	ENSVPAG00000003186.1	ENSVPAT00000003185.1
ENSVPAG00000007303	ENSVPAG00000007303.1	ENSVPAT00000007303.1
